Komentar,Klasifikasi
"Asap chemtrails daerah Kalsel, cek di akun @flatearthcommunity__ ?",NEGATIF
Jadi lebih percaya penyebab penyakit itu krn ulah sprt ini.. terrain theory... Bkn kuman penyebab utama... Dulu juga udah ada chemtrail tapi gak separah sekarang...,NEGATIF
"Kita tidak akan bisa apa apa selama kita tidak bisa membuktikan kalau asap itu mengandung dzat berbahaya, tambah lagi tni sekarang di pihak mana di pihak rakyat, pengusaha apa penguasa",NEGATIF
"@sepakbola_netizenberbicara.id iya itu jg sama, cara mengamati dari kondisi langit. Langit yg bersih itu ga bakal pucat gelap",NEGATIF
Mereka akan terus dengan AGENDAnya sampai tercapai kuota yang telah ditentukan oligarki..,NEGATIF
Klo di luar ngebahas ginian udah terang terangan malah sampe tingkat parlemen kalau disini alamat di bully abis ? #mentaltempe #beraninyadimedsos,NEGATIF
"Kalo yang menerbangkan itu keluarga saya, saya tetap akan doakan semoga yang diterbangkan meledak diatas, mending korbankan sedikit daripada banyak, mari kita doakan menurut agama masing masing agar yang menyebar racun meledak di atas, berdoa mulai..?? aamiin ??",NEGATIF
Bandung 07022022 ada chemtrail,NEGATIF
"@ditjenppkl_klhk , @ditjen.pslb3_klhk , @dit.rpdm .... boleh bantuan diaudit, dan diteliti tentang fenomena Chemtrail ini ????",NETRAL
ga ada berita begini di tipi2.  ga ada klarifikasi dari pemerincrot. kemenkes pun ga berani diskusi terbuka mengenai fuckshit...mau di bawa kmn negri ini ?,NEGATIF
Sekalian perang nuklir aja knp biar sekalian manusia musnah??????,NEGATIF
"@opung.haseum btul skli gtu kok msh ada yg mngikuti yg gak jelas cntoh paksin,aku ja kluargaku n ankku gk pksin biarin yg laen PTM,Wong dkluarin skul gk mslah,alsnnya td gk mau mngikuti aturan yg gak jelas,klo aturan ksehatan  pngn diikuti ya djlaskn dlu dng ilmu , buktinya  mlh mngkir kemenkes,udah gk beres,jls cm akal2 lan,gara2 itu tmbh yakin dngn kputusanku,ibarat jels2  lihat ranjau, ya hrse mnghindar bkan mlh nekat diinjak,kcuali ranjaunya sudah dipastikan non aktif,heran ja knpa gara 2 gk bsa PTM ,ngurus ini susah dll pada nyerah pdhl merka aslinya paham,brti tekad apinya kurang kuat",NEGATIF
"Klo mnurtku Itu yg mnyebbkn permainan omicron biar molnjak,sbgai alsan untuk  diboster",NEGATIF
"Skrg tiap jam ya,ga 3x sehari. Tadi aku amati terus,anakku malah yg suka ngasih tau. Dari jam 7 pagi sampe skrg ga berhenti tu .",NEGATIF
Minggu depan bakal Naik atau turun ??? Hmmmmmm.. lebih baik duduk menikmati alam dihutan aing mah..,NEGATIF
"Saya jg lihat kemarin sore itu min, pas diatas rumah, malah sempat diPoto sama anak",NEGATIF
"Dulu gw gak percaya, masa iya ada pemerintah yg tega sama rakyat nya, tp stlh gw baca buku ""Deadly Mist"" nya Jerry D. Gray gw langsung paham, sejarah akan berulang, hanya berbeda waktu dan pemerannya",NEGATIF
Hari2 ne..ditempat gue disampit...pinter nya klo dah gitu..turun hujan pula...penyakit,NEGATIF
Mari AMIIIN kan pilot yg membawa pesawat chrmtrail itu dan yg menyuruhnya supaya dicabut nyawanya secepat nya ole allah dengan cara yang memalukan.,NEGATIF
Ini semua gara2 Negara kardus digembok menyerang semua jadi hancur...??,NEGATIF
Dengan cara yang hina lebih tepatnya ????,NEGATIF
Welcome omicron ???,NEGATIF
"sungguh aneh,  ini gimana dan siapakah itu? 

 semoga  ada dari warga yang mengejar itu pesawat, 
terus mengintrogasi siapa dan apa tujuannya .",NEGATIF
Kok gak jatoh aja sih tu pesawat ?,NEGATIF
YUK BOOSTER BOOSTER BIAR MAKIN CEPET KO I,NEGATIF
@vicky_vini_vidi_vici saya juga sering lihat udah ada hampir setahun juga hampir setiap hari lihat begituan di langit Pekanbaru.. Terutama lihat di daerah #harapanrayapekanbaru sekitar,NEGATIF
@fulanah_binti.fulan yg sya heran di Sumbar ga ad kejadian kyk bgini..,NEGATIF
@olshop_pekanbaru39 kwkwwk aku pekanbaru juga min...tiap hari lewat sudirman kadang keliatan min dari tahun kemarin pun begitu..,NEGATIF
Nyebar siang sudah banyak ketahuan ehhh ganti malam...ganti pagi....bisa2 nanti 1x24 jam 3x sehari sesuai pesanan para pebisnis pcr,NEGATIF
kok skrg sering bgt kabar pesawar rendah ninggalin jejak. dimana2. dan lgsg penyakit yg sama dimana2. polusi udara di cek di IQ air jg sering melebibi polusi ga sehat,NEGATIF
Saya buang dahak ada aroma bau semen.. kira2 mengaapa ya min?,NEGATIF
"kang tambel ban sebar paku dijalan, lord dajjal sebar chemtrail di awan biar cuan?",NEGATIF
"Bandung tiap pagi udara nya ga enak di idung, pagi nya panas, sore nya hujan sampe malem? sehat sehat semua nya ??",NEGATIF
"Cok garai loro ae bangsat , anak e kerek iku sng nyebar",NEGATIF
"Pantas skrg saya batuk,flu dan meriang dr semalam",NEGATIF
Sesuai pesanan wak.,NEGATIF
"Tadi gw komen di ytube tentang venomena tsb, dan banyak respon ternyata gak cuman ditempat gw , tapi dari berbagai perjuru kota banyak sekali yg alamin sakit serentak abis pesawat mondar mandir, dan gejala yg sama, fix gw yg awalnya masih ragu2 skrg semakin yakin",NEGATIF
"Wahai kamu open-minded nan cerdas (katanya), ayo bantah segala hal terkait kopit ini ... ?",NEGATIF
Masih mau ngelak kalo ini bukan chemtrail??? @kemenkominfo,NEGATIF
"Gw nyuarain lewat ig story tentang chemtrail dibully mahasiswa min, kebanyakan nonton Netflix katanya, padahal gw gk pernah nonton di Netflix, nonton mesti di bajakan?, keren mainnya opung, ngebungkam mahasiswa dengan kenyamanan, kalo mahasiswa demo sih pasti kuliah udah gak offline lagi, jadi mahasiswa gak mau ikut serta buat demo??",NEGATIF
Min apakah efek chemtrail bisa keracunan makanan,NEGATIF
Hampir setiap hari lhooh di sebarin..,NEGATIF
??? semua kota di sembur,NEGATIF
"@sitiaisyah6657 semoga semakin banyak yang sadar dengan kejadian yang sudah lama di lakukan pebisnis obat2an,asuransi",NEGATIF
Jangan coba2 berdiri dibawah cheimtrail.. Ntar kayak gw. Tumbang seketika?,NEGATIF
"Gua juga orang palembang min, pernah jg waktu malam hari sekitar tanggal 10 febuari kmarin chemtrail terlihat pada malam hari",NEGATIF
Kira2 kalau di doakan agar peswat yg sebar chemstrail itu jatuh berdosa nda yah?,NEGATIF
"Stok farmasi masih banyak yg belom kejual, cara apapun digunakan supaya orang-orang pada sakit, ya begitulah min kronologi nya?",NEGATIF
"mulai rame di akun2 berita yg bilang ini hoax, dan merasa paling tau katanya efek gas penerbangan wkwk",NEGATIF
Umumnya yang diserang di kota kota besar yang banyak penduduknya dan jadi pusat ekonomi wilayah sekitar...?. Waktunya mudik balik ke kampung?,NEGATIF
Apakah pilot TNI AU tau semua ini kah?,NEGATIF
"Itu pesawat dari pihak mana yaa min?,misi nya biadab betul",NEGATIF
"Hampir Setiap Hari Min di sebar tu Rancun... ?? kalau malam gak tau, tapi setiap pagi, siang & sore kalau lihat ke langit pasti ada, ini saya keluar  Rumah trus lihat juga ada bekasnya.. Meski gk terlihat lagi peswatnya, jlas cuga klau itu chemtrail...",NEGATIF
Gak sabar gw nungguin azab buat yang nebar gituan sama yang bayar nya... ????,NEGATIF
Biangane !,NEGATIF
"Kita selama ini jadi korban medsos terus dengan kejadian banyak akun2 perjuangan yang sering tumbang. Udah saatnya ditahun 2022 ini kita balas dengan buat gerakan report bareng-bareng akun2 dokter sales michin. Ayo gerakin luuur, geram n gregetan aja udah 2 tahun gak ada puas nya pengen serok insentif terus mereka si sales michin",NEGATIF
Tiap pagi Ada aja. Makanya pada byk yg batuk2 lagi. Hasbunallah wa nikmal wakil..... Langit itu Ada penjaganya. Smoga Kita baik2 saja smua kawan,NEGATIF
Serem bgt y,NEGATIF
"Ya Allah ,buatlah manusia yang sudah buat udara jadi tidak enak ini dari pesawat buatlah pelakunya itu merasakan udara kotor ini 10 x lipat lebih kotor ya Allah... Aamiin... ... Yuk teman teman kita panjatkan Doa ini terus ,,, kan pelakunya masih tinggal dibumi kan , sama sama tinggal dibumi,,, semoga mereka segera dapat hidayah dan petunjuk dari Allah dan segera berhenti dari perbuatan itu, Aamiin ya Allah ..",NEGATIF
Ya Allah hri ini di semarang utara dri jam 6pgi smp skrg buuuaaannyakk asap chemtrail.. dh g keitung..,NEGATIF
Bagaimana kita kalo keluar rumah ada itu? Harus rapetkah pake jaket?biar tdk kena??,NEGATIF
"@akitgunawan ?adzab didunia terlalu ringan bre, mending diakhirat sekalian. Gak sebanding soalnya, udah dholim ke banyak orang, gak cuma 1 2 tp buanyak",NEGATIF
Keluarga atau saudara atau tetangga kalian skrng ad yg batuk" ngk ?,NEGATIF
Yg kerja begitu rezim di setiap negara atas perintah Big Pharma dan elit gombal.,NEGATIF
"Gw minggu lalu kena efek chemtrail. Tiba2 radang tenggorokan dan sakit rasanya' kyk kemasukan partikel kecil2 ke hirup. Alhamdulilah 3 hari sembuh pake norit, jahe n kunyit.",NEGATIF
"Anak kecil udah mulai sakit batuk2 min,,ngeri kalau di biarin",NEGATIF
Aku tetanggaku pada batuk smua ini... ?,NEGATIF
@eko_aji_prabowo iya aku adikku... Ada tetangga jua..,NEGATIF
Ap gara"ini ya ?,NEGATIF
"Ntah benar apa tidak tadi di Surabaya yang awalnya cuacanya cerah dan panas skitar jam 2 siangan cepat skali cuaca mendadak berubah terus hujan deres banget sempat keujanan waktu keluar dari mobil karena tdi juga belanja keperluan kantor, eh tiba-tiba yang ga tau-taunya kalo ujan-ujan kepala ga pernah pusing ini pulang kerja pusing banget nyeri banget di kepala, di rambut juga dipegang kek kaku ada kek partikel-partikel yang kecil banget ntah pasir atau apalah itu ?",NEGATIF
Kaya dah pernah liat,NETRAL
"udh beberapa hari awan chemtrail sering adisebar terus,kadang aneh juga tiba2 muncul awan itu,disebarnya seperti pakai laser,muncul secara tiba2",NEGATIF
"Dipadang aku pernah lihat, nyadar krn pernah liat video ini",NEGATIF
"@nenden0204 sama teh...suami saya jg tiap pulang krja khujanan,tapi yg kehujanan malem mah hari ini mata bengkak bangun tidur bnyak kotoran keluar..skrg merah terus matanya?? sya di cimahi",NEGATIF
naik mobil kok tau kl perih min..,NEGATIF
Kalo begini siapa sih yang nyebarin .,NEGATIF
"Anehnya kejadian (chemtrail) ini sudah berulang-ulang tp nggak ada yg lapor ya? Ini beneran nggak ada yg lapor, atau ada yg lapor tp gak di respon (#percumalaporpolisi) atau yg lbh fatal lagi nggak ada yg peduli sama sekali alias bomat=bodo amat ..",NEGATIF
Bgstttt abisss sudahhh Bandung waktu itu Skali Nemu busa di jalan dari Cimahi smpe cigondewah luurrrr... Otw pindah ke florida lah ribett manusa lucknaaatt,NEGATIF
Kapan sih bergerak memberontak.,NEGATIF
"Plisss lur telur , jangan sampe hujan pun dibuat untuk menggiring opini untuk memojokkan pemerintahan perihal kopit. Pemerintah kita itu baik. 
#bismillah DKM masjid ga usah muluk2 pen jadi komisaris ?",NEGATIF
"Air hujan sekarang bahaya, kalau habis kehujanan gak langsung mandi, bisa flu tapi hidung ya panas, flu nya gak biasa kayak dulu",NEGATIF
"@_teluuur_ iya min sy jg domisili di bdg..minggu kmrn sempet kena efeknya mata perih dan panas, tenggorokan gatel,kepala pusing trs mndi air garam epsom sama minum habatusauda alhamdulillah sembuh",NEGATIF
Desember warning angka naik lagi sudah di prediksi alat pcr belanja banyak vendor apd kebanjiran order siap siap rakyat jd korban lagi,NEGATIF
"Itukan hal wajar klo jalanan di lalui oleh kendaraan yg lalulang sehingga air nya pun jdi berbusa,, kecuali air genangan yg  tanpa dilalui kendaraan tiba2 berbusa baru aneh.",NETRAL
"Separah itu busanya kok orang-orang tidak ada yang curiga ya,,keanehan yang tidak diberitakan",NEGATIF
"@kian_salam11 saya Jatim juga kak, didesa malah.. Udah 2 hari ini ada asap chemtrail, pesawat juga lewat-lewat..",NEGATIF
"Apakah bangsa ini ada sosok pemimpim??jika ada, kasih tau saya. Jika memang ada, kenapa seorang pemimpin hanya terdiam seribu bahasa melihat kejadian yang tidak lazim seperti ini??",NEGATIF
Gila coy,NEGATIF
Setiap kali ada rencana ppkm pasti sebelumnya digencarin tebar air kencing iblis kayak gini.,NEGATIF
mgkin pihak2 yg nyebarin itu jg ga paham.. perintahnya mgkin itu disinfektan membunuh copeed.. padahal malah racun buat kita semua..,NEGATIF
gilaaaa,NEGATIF
Bagaimana mau selesai pandemi klo begini?.,NEGATIF
@screenshots.kualitas.udara_pku dari dulu juga klo kena air hujan mata kita perih apalagi hujan nya deras,POSITIF
"sekarang kehujanan langsung sakit, dulu perasaan biasa aja?",NEGATIF
"klau memang air hujan nya berbeda yg dulu dgan yg skrg harus ada penelitian laboratorium lebih lanjut,, karna klau memang air hujan nya mengandung bahan kimia bahaya juga buat manusia, seharus nya admin @teluuur bisa meneliti lebih lanjut apakah air hujan nya memang mengandung bahan kimia chemtrail atau tidak,kalo cuma sekedar video air di jalan yg berbusa saat hujan masih belum cukup bukti",NETRAL
Ngeri amat,NEGATIF
pak @infobmkg @bmkgbandung  tlong dong dijelaskan tentang hujan berbusa...kami rakyat sangat resah melihat hujan berbusa,NETRAL
Siap2 gelombang ke 3 di mulai?,NEGATIF
"coba tag siapa yg nyebar gini lur,",NEGATIF
Pdhl klo pesawat normal ngapain yak begitu?. Msh aja bnyk yg ngebantah dan ga terjadi di indo doang loh beginian.,NEGATIF
Demi tercapai target kasus tinggi di feb-maret ?,NEGATIF
"Paham bang, cuma masyarakat awam nganggap paling itu dr pesawat biasa ?",NEGATIF
"Puasa sebentar lagi,,, lebaran tiba lebaran tiba lebaran tiba ... eit, gk boleh kumpul, masih ada copet #kataelitlokal. Didukung oleh buzzer bayaran dan mafia alkes. Dipersembahkan oleh media sesuai pesanan.",NEGATIF
Pasti klo nnti bnyk yg skt di bilang nya kena omicron ?,NEGATIF
badut2 lg tebar pesona dan tebar racun,NEGATIF
"Berlanjut ke ibukota, setelah pedesaan di tabur secara tidak menyeluruh hanya sekedar peringatan, maka puncaknya di ibukota, agar mudah terekspos.. Permainan mreka pun dimulai,",NEGATIF
"MUNGKIN AKAN JADI EPIDEMI YG ASLI, UNTUK NUTUPIN EFEK VAXXX 6 7 BULAN LALU = OMICRON. soale sdh byk pasien2 dadakan jantung, cancer, trombisit, blood clot DLL, industri satanic farmasi Panen lah dari hasil vaxxx.",NEGATIF
@leve.moun prepare buat ramadhan... Biar sesuai prediksi ????,NEGATIF
Penyebab orang kenapa sakit,NEGATIF
Makin jelas nih.. depan mata langsung..,NEGATIF
Efek nya bisa ke organ dalam gk ya?,NEGATIF
Chemtrails lagi hmmm @infobmkg @luhut.pandjaitan,NEGATIF
"Semoga yg berbuat jahat,segera mendapatkan azab",NEGATIF
Ini yg di prediksi si luhut ?? nebar racun ..// skenario virus kronkron...?,NEGATIF
Yg nyebar siapa yah? Orang Indonesia sendiri atau dr asing,NEGATIF
@racay.syam Bintaro deket rumah kamu ni,NEGATIF
"Di Bdg dah ga ada langit birunya......burem aja,dan pesawat momdar mandir. Boleh ngedoain pesawat jatuh ga??",NEGATIF
Gua ngikutin dari dulu akun lu jadi taulah.,NEGATIF
"Jualan obat terus, baka",NEGATIF
Udah ketebak ini kemana arahnya kayak bulan Juli kemaren buat akhir tahun,NEGATIF
"min klo ujan berbusa,, sebelum covid saya kok udh sering liat ya? beda gak ujan berbusa sebelum dan setelah covid?",NETRAL
keknya disiram sampe feb 22,NEGATIF
"Pengalaman gw, sejak sekitar seminggu shalat tepat wktu, yg biasanya kalau hujan langsung flu, berdahak, sakit tenggorokan, skrg gak ngefek setiap kehujanan. Mungkin kalau dilogikakan, bisa jadi pengaruh kimia dalam hujan berkurang bahkan hilang, karena kita sering bngt kumur2, basuh muka, tangan, rambut, telinga kaki setiap hari. kalikan aja ada brpa x sehari terus sebulan.... Air itu cukup ampuh jg lho membersihkan, termasuk kalau terkena bahan2 kimia..",NEGATIF
"Sebenarnya itu pihak mana min yg nyebar chemtrail bgtu, klo itu membahayakan dan sdh viral dimasyarakat masak pihak pemerintah, dinas? ga ada bereaksi, terlebih lalu lintas udara bukannya selalu ada yg control ga bisa pesawat terbang sembarangan.",NEGATIF
Bau bau amis gitu yaa habis turun hujan ? Bener ga sih ? ???,NEGATIF
"Tangerang sering setiap hari pesawat sama helikopter mondar mandir, seketika 3jam-6jam kedepan awan di sulap menjadi putih kusam merata, tiba tiba hujan deh, selalu setiap hari, gak boleh sedikit pun awan biru putih yg normal cerah, kalo cerah udah pasti pesawat sama helikopter lewat lalu lalang,,,",NEGATIF
Hidungku kenapa ya lur? Kalau mencium bau kok seperti bau bau gas gitu ya lur?,NEGATIF
"Min maaf, sekedar saran aja yah.. Untuk info2 terkait dengan ada nya chemtrail atau cuaca sekarang,, mohon share infonya lebih yg terpecaya. Saya bisa aja bohong, & DM, barusan saya liat pesawat ga jelas terbang rendah n ngeluarin asep 'panjang' itu, trus saya pusing dan pingsan. Padahal dr jaman SD taun 90an saya sering liat asap dgn model begitu.. Jujur saya suka sebenernya dgn teori konspirasi. Tp makin kesini kok info2nya makin 'receh' ya.. Sekedar saran aja yah min.. ?",POSITIF
"Kena chemtrails itu, biasanya bentar lagi mudah pusing / anosmia",NEGATIF
"Saya berani share karena sudan mengalami sendiri, dan ternyata banyak juga yang mengalami kejadian serupa",NEGATIF
"Itu slide trkhir putih2 dijalanan Surabaya pas ujan wajar njirrr .. ga skarang doang, dari dulu udah begitu kalo ujan awal .. ??",POSITIF
"Mungkin next nya, bikin yg lebih konkrit kali yah min,, bener2 nunjukin bukti2 nya.. Soalnya banyak bgt min skrg,, ""orang yg ikut2an"" tp ga tau sebenernya itu apa dan penjelasannya jg ga mereka menegerti.. Jdnya 'receh'.. Gitu.. ??",POSITIF
"Satu rumah lgsg sakit habis hujan, aneh kmaren bgun pagi hidung trsumbat pilek tp ingusnya tebel banget kental smpe lengket",NEGATIF
"Surabaya min, asli parah ????",NEGATIF
Fenomena buatan ilmiah ?,NEGATIF
climate change itu cuma rekayasa min nama alat nya "HAARP" cmiw,NEGATIF
Sy pernah mengalami kehujanan berbusa seperti ini.. besoknya demam sampe menggigil... lansung aja deh konsumsi protokol rakyat dan resep dok lois,NEGATIF
Daun jambu lur bagus untuk chemtrail biar perut adem zat asam netral,NEGATIF
kayaknya dari dulu emang pesawat kalo terbang tinggi emang asapnya tertinggal soalnya angin sangat kecil di ketinggian,POSITIF
"Kalau asapnya langsung hilang itu contrails, tapi kalau membekas lama itu chemtrails",NEGATIF
"iya min , bebrapa hari ujan mulu tapi hawanya beda , malem waktu saya anter Ibu saya pulang dari Jaksel ujan deres pake jas ujan tetep aja ke badan sakit semua ? tapi Puji Tuhan skrng udh agak mendingan berkat mandi air anget",NEGATIF
"sekedar asumsi nih, meledak setelah lebaran lg kek sbelumnya pdhl itu efek vaksin +5g semoga cm asumsi yaaa jangan sampek kejadian dahh",NEGATIF
Disangka mrk kita gak tau ya....,NEGATIF
"Maaf min, cara membedakan itu chemtrails dengan kentut jet gmn ya....",NEGATIF
Betul pisan kamari hujan sapopoe di tasik . ayna jumaah cuacana ge ceudeum lur telur,NEGATIF
Masih banyak yang nggak "buka mata" soal ini. Dan ini dianggap hanya pesawat jet biasa ??,NEGATIF
Tak henti?nya ulah manusia ?,NEGATIF
Aku pernah kena hujan chemtrail ini mata pedih padahal ga pake minyak rambut.,NEGATIF
Yep itu efek chemtrails,NEGATIF
"@muhamad_antokk kalau asap biasa ga sampe semenit ilang bro, karena aku udh liat sendiri. Beda chemtrail. 30 menit lebih pun masih belum hilang bekasnya",NEGATIF
pertanyaamya min...serius ini..itu pake pesawatnya siapa? kl dr negara lain kok g ketangkap radar,NEGATIF
Masyarakat udah pada sadar tinggal nunggu bom meledak aja,NEGATIF
persiapan melonjak data om rikon,NEGATIF
Knpa dia jahat sekali,NEGATIF
"Biar omicrot gak meledak, kalo sakit diobatin sendiri sebisanya. Dibawa ke rs jadi penambahan kasus",NEGATIF
Setan bner.. Bsa" bntar lg k pgndaran... Asu emg dh..,NEGATIF
Ulah nya siapa si,NEGATIF
"@_teluuur_ Hari ini tadi pun di daerah tempat tinggal saya ada juga min, cuma saya Foto doang jejaknya..",NEGATIF
Jujur nih min q sekarng sering mimpi melihat kek gitu pesawat lg nyemprot chemtrails..kok ini q lihat beneran wlaupun cuma d hp..biasa.a q lihat cuma garis chemtrails.a doang,NEGATIF
"Hampir setiap Hari Ada, mulai pagi siang sampai sore kalau lihat ke Atas pasti ada Sprti itu... Miris bgt",NEGATIF
Dulu aku kira itu roket?,NEGATIF
"@fajakrn iya bener, kena ujan gradag jg gpp. skg kewarung kena ujan dikit aja lanhsung sakit",NEGATIF
@enterprizer_multimedia hampir masyarakat sadar beginian tp tetep ada yg percaya covid sampe wajib masker dan vaksin bgt,NEGATIF
"""Jika sudah jarang orang yg sakit, maka ciptakan lah""  Brengzek bgt. Kampung halaman gue itu ???",NEGATIF
"Pokoknya skrg posting terus ke grup,beranda,status kemana aja pokoknya biar orang2 penasaran dan akhirnya pgn tau kenapa. Soalnya banyak org2 skrg yg ga mau  ambil pusing soal chemtrail dll. sebarkan,share kemanapun. Ini sangat berpengaruh ??",NEGATIF
